Image Name,Precision (Before),Recall (Before),F1-Score (Before),IoU (Before),Accuracy (Before),Precision (After),Recall (After),F1-Score (After),IoU (After),Accuracy (After),ProcessingTime
001_F.png,0.1764,0.5303,0.2648,0.1526,0.9466,0.1741,0.5303,0.2622,0.1509,0.9459,87.024
